Dates,Year,Month,Day,Hour,Rented Bike Count,RR1,FF,DD,FXI,T,TD,U,DHUMI80,TSV,VV,GLO,weekday,Seasons,Holiday
2023-01-01,2023,1,1,0,52,0.0,3.8,100.0,10.5,13.4,10.8,84.0,60.0,12.9,34060.0,0.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,1,55,0.0,3.8,80.0,9.4,13.6,10.8,83.0,60.0,12.9,39322.0,0.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,2,58,0.0,3.8,100.0,8.1,13.9,10.6,81.0,60.0,12.8,39468.0,0.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,3,77,0.0,5.0,90.0,10.8,14.0,10.8,81.0,60.0,12.9,38313.0,0.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,4,43,0.0,5.3,100.0,11.7,14.4,11.2,81.0,60.0,13.3,41397.0,0.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,5,24,0.0,5.3,100.0,10.7,13.9,11.2,84.0,60.0,13.3,21421.0,0.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,6,20,0.0,4.6,100.0,11.2,14.1,11.2,83.0,60.0,13.3,38869.0,0.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,7,8,0.0,5.7,100.0,10.6,14.2,11.6,84.0,60.0,13.6,41572.0,0.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,8,21,0.0,5.5,110.0,11.3,14.3,11.4,83.0,60.0,13.5,38903.0,5.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,9,20,0.0,5.3,110.0,10.8,14.9,11.7,81.0,60.0,13.7,42404.0,24.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,10,47,0.0,3.9,130.0,10.8,15.6,12.1,80.0,60.0,14.1,18930.0,63.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,11,75,0.0,6.3,110.0,12.8,15.6,11.3,76.0,11.0,13.4,16074.0,114.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,12,99,0.0,4.7,120.0,13.8,15.6,11.3,76.0,0.0,13.4,33253.0,98.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,13,56,0.0,4.5,130.0,11.2,15.8,11.2,74.0,0.0,13.3,30275.0,96.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,14,113,0.0,4.1,120.0,9.1,15.7,11.1,74.0,0.0,13.2,37129.0,72.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,15,129,0.0,2.7,120.0,8.8,14.9,11.3,79.0,0.0,13.4,36956.0,58.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,16,153,0.0,3.1,120.0,8.7,14.2,11.2,82.0,29.0,13.3,36708.0,11.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,17,134,0.0,2.6,110.0,8.8,13.5,11.0,85.0,60.0,13.1,31236.0,0.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,18,64,0.0,3.8,100.0,8.4,13.0,10.4,84.0,60.0,12.6,32884.0,0.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,19,66,0.0,3.2,110.0,8.1,12.5,10.0,85.0,60.0,12.3,35155.0,0.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,20,51,0.0,3.6,110.0,8.5,12.7,10.3,85.0,60.0,12.5,35501.0,0.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,21,31,0.0,4.2,110.0,9.2,12.7,10.0,84.0,60.0,12.3,32539.0,0.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,22,29,0.0,4.0,120.0,9.9,12.5,9.9,84.0,60.0,12.2,39086.0,0.0,Sunday,Hiver,Public Holiday
2023-01-01,2023,1,1,23,24,0.0,3.6,110.0,9.0,12.3,9.7,84.0,60.0,12.0,38452.0,0.0,Sunday,Hiver,Public Holiday
2023-01-02,2023,1,2,0,19,0.0,4.3,110.0,9.4,12.2,9.8,85.0,60.0,12.1,43831.0,0.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,1,5,0.0,3.3,120.0,8.3,11.8,9.3,85.0,60.0,11.7,46794.0,0.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,2,4,0.0,3.5,100.0,7.4,11.6,9.2,85.0,60.0,11.6,48007.0,0.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,3,8,0.0,3.6,120.0,8.9,11.8,9.3,85.0,60.0,11.7,47722.0,0.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,4,2,0.0,3.3,110.0,7.9,11.7,9.6,87.0,60.0,11.9,48963.0,0.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,5,3,0.0,2.8,110.0,7.7,11.8,9.6,86.0,60.0,11.9,48544.0,0.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,6,6,0.0,3.5,110.0,7.7,12.1,9.4,84.0,60.0,11.8,46483.0,0.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,7,37,0.0,3.7,100.0,7.6,12.4,9.4,82.0,60.0,11.8,43582.0,0.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,8,95,0.0,1.7,140.0,6.4,12.5,9.3,81.0,60.0,11.7,40879.0,6.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,9,60,0.0,1.8,110.0,4.9,13.4,9.8,79.0,38.0,12.1,43239.0,26.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,10,62,0.0,3.0,110.0,8.4,14.9,10.3,74.0,0.0,12.5,22291.0,64.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,11,70,0.0,3.7,120.0,9.6,16.5,10.2,66.0,0.0,12.4,28345.0,125.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,12,127,0.0,4.5,100.0,12.3,17.0,9.9,63.0,0.0,12.2,27165.0,132.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,13,106,0.0,3.6,110.0,9.7,17.2,9.8,62.0,0.0,12.1,39826.0,92.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,14,136,0.0,3.4,110.0,9.3,16.3,9.0,62.0,0.0,11.5,48549.0,65.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,15,149,0.0,2.5,110.0,7.0,15.3,9.2,67.0,0.0,11.6,48809.0,37.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,16,137,0.0,1.3,100.0,6.9,14.0,9.7,75.0,0.0,12.0,40076.0,12.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,17,195,0.0,1.6,70.0,4.4,13.1,9.6,79.0,21.0,11.9,33085.0,0.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,18,153,0.0,1.4,60.0,4.6,12.8,9.4,80.0,36.0,11.8,26881.0,0.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,19,104,0.0,1.2,80.0,4.0,11.8,9.2,84.0,60.0,11.6,27596.0,0.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,20,54,0.0,1.5,80.0,2.6,11.6,9.2,85.0,60.0,11.6,22003.0,0.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,21,45,0.0,1.5,80.0,2.8,11.7,9.0,84.0,60.0,11.5,20957.0,0.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,22,30,0.0,0.6,90.0,1.6,11.5,8.9,84.0,60.0,11.4,18573.0,0.0,Monday,Hiver,No Holiday
2023-01-02,2023,1,2,23,31,0.0,1.3,80.0,3.1,10.7,9.3,91.0,60.0,11.7,18029.0,0.0,Monday,Hiver,No Holiday
2023-01-03,2023,1,3,0,14,0.0,0.7,340.0,2.4,10.6,9.2,91.0,60.0,11.6,17352.0,0.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,1,7,0.0,0.6,90.0,2.2,10.6,8.9,89.0,60.0,11.4,9121.0,0.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,2,7,0.0,0.9,270.0,2.1,10.3,9.2,93.0,60.0,11.6,8296.0,0.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,4,4,0.0,0.6,60.0,2.7,9.7,8.9,95.0,60.0,11.4,13987.0,0.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,5,3,0.0,1.0,80.0,3.1,9.3,8.7,96.0,60.0,11.2,9338.0,0.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,6,14,0.0,1.1,60.0,2.1,10.0,9.6,97.0,60.0,11.9,9172.0,0.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,7,59,0.2,1.6,80.0,2.9,10.4,9.4,94.0,60.0,11.8,9208.0,0.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,8,166,0.0,1.3,80.0,3.3,10.4,9.8,96.0,60.0,12.1,9413.0,4.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,9,89,0.0,0.0,0.0,2.9,12.3,10.2,87.0,60.0,12.4,16281.0,30.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,10,49,0.0,0.0,0.0,1.4,13.2,10.5,84.0,60.0,12.7,18288.0,74.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,11,83,0.0,0.0,0.0,1.7,13.5,10.9,84.0,60.0,13.0,18681.0,63.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,12,125,0.0,0.7,340.0,2.5,14.2,10.6,79.0,56.0,12.8,16414.0,63.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,13,90,0.0,2.5,250.0,5.4,16.3,10.8,70.0,3.0,12.9,23853.0,69.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,14,88,0.0,1.7,280.0,5.3,15.0,10.4,74.0,0.0,12.6,35407.0,57.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,15,91,0.0,1.1,330.0,4.3,15.1,10.0,72.0,0.0,12.3,31777.0,76.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,16,129,0.0,1.1,10.0,2.3,13.1,9.6,79.0,0.0,11.9,35321.0,20.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,17,193,0.0,1.4,320.0,2.8,11.8,9.3,85.0,56.0,11.7,27420.0,0.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,18,221,0.0,1.2,310.0,3.0,10.7,8.9,89.0,60.0,11.4,17004.0,0.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,19,135,0.0,0.0,0.0,2.5,11.0,9.6,91.0,60.0,11.9,19382.0,0.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,20,69,0.0,1.8,70.0,2.9,9.9,8.7,92.0,60.0,11.2,6292.0,0.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,21,51,0.0,0.9,300.0,2.8,9.2,8.3,94.0,60.0,10.9,6570.0,0.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,22,57,0.0,0.9,350.0,3.6,9.4,8.1,92.0,60.0,10.8,3062.0,0.0,Tuesday,Hiver,No Holiday
2023-01-03,2023,1,3,23,30,0.0,1.0,90.0,2.1,8.7,7.6,93.0,60.0,10.4,4218.0,0.0,Tuesday,Hiver,No Holiday
2023-01-04,2023,1,4,0,25,0.0,1.2,90.0,2.7,8.5,7.3,92.0,60.0,10.2,5283.0,0.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,1,6,0.0,0.0,0.0,2.1,7.2,6.4,95.0,60.0,9.6,5954.0,0.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,2,4,0.2,0.6,50.0,2.3,7.3,6.5,95.0,60.0,9.7,7296.0,0.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,3,2,0.0,0.6,90.0,2.1,6.6,5.9,95.0,60.0,9.3,245.0,0.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,4,3,0.0,0.5,150.0,2.6,6.0,5.1,94.0,60.0,8.8,316.0,0.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,5,3,0.0,0.0,0.0,3.4,6.7,5.9,95.0,60.0,9.3,1229.0,0.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,6,16,0.0,0.7,90.0,2.0,5.8,5.1,95.0,60.0,8.8,131.0,0.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,7,72,0.0,0.5,70.0,1.9,5.2,4.8,97.0,60.0,8.6,140.0,0.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,8,169,0.0,0.0,0.0,1.2,6.8,6.8,100.0,60.0,9.9,309.0,2.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,9,97,0.0,0.5,180.0,1.4,9.0,7.0,87.0,60.0,10.0,1352.0,37.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,10,72,0.0,1.2,100.0,2.7,13.5,10.3,81.0,48.0,12.5,7809.0,95.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,11,88,0.0,1.0,170.0,3.0,14.7,9.6,71.0,11.0,11.9,12671.0,126.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,12,129,0.0,2.2,230.0,4.3,16.1,9.6,65.0,0.0,11.9,11718.0,142.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,13,124,0.0,2.4,240.0,5.5,16.2,9.2,63.0,0.0,11.6,17251.0,137.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,14,121,0.0,3.3,260.0,6.0,15.3,8.9,66.0,0.0,11.4,20735.0,117.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,15,153,0.0,2.4,260.0,6.7,13.5,8.1,70.0,0.0,10.8,20040.0,78.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,16,163,0.0,1.4,250.0,4.7,12.2,7.6,73.0,0.0,10.4,38657.0,30.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,17,217,0.0,1.3,270.0,3.0,8.9,5.9,82.0,28.0,9.3,23679.0,1.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,18,203,0.0,1.1,310.0,3.4,8.6,6.2,85.0,60.0,9.5,23881.0,0.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,19,136,0.0,1.2,250.0,2.3,8.5,5.5,81.0,60.0,9.0,58016.0,0.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,20,67,0.0,1.1,190.0,3.3,7.9,5.0,82.0,52.0,8.7,50574.0,0.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,21,43,0.0,1.4,270.0,3.5,7.3,4.6,83.0,60.0,8.5,50535.0,0.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,22,36,0.0,1.1,280.0,3.3,6.8,4.5,85.0,60.0,8.4,49545.0,0.0,Wednesday,Hiver,No Holiday
2023-01-04,2023,1,4,23,37,0.0,2.1,310.0,5.7,7.5,5.1,85.0,60.0,8.8,38109.0,0.0,Wednesday,Hiver,No Holiday
2023-01-05,2023,1,5,0,21,0.0,0.6,180.0,4.4,7.4,4.8,84.0,60.0,8.6,16357.0,0.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,1,6,0.0,2.1,290.0,5.2,7.7,4.1,78.0,49.0,8.2,24945.0,0.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,2,5,0.0,2.8,270.0,7.0,7.9,4.1,77.0,0.0,8.2,30897.0,0.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,3,4,0.0,2.5,270.0,4.3,7.4,4.5,82.0,17.0,8.4,38287.0,0.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,4,6,0.0,2.5,270.0,6.1,7.6,4.6,82.0,60.0,8.5,40233.0,0.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,5,4,0.0,0.7,40.0,5.4,7.3,4.8,84.0,60.0,8.6,20496.0,0.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,6,8,0.0,0.6,310.0,2.5,7.5,5.3,86.0,60.0,8.9,18420.0,0.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,7,77,0.0,0.0,0.0,2.5,7.4,5.3,87.0,60.0,8.9,21893.0,0.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,8,188,0.0,0.7,100.0,2.3,8.8,6.5,86.0,60.0,9.7,16473.0,9.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,9,104,0.0,0.8,170.0,2.4,11.6,6.7,72.0,18.0,9.8,42394.0,36.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,10,75,0.0,1.3,180.0,3.6,12.2,6.4,68.0,0.0,9.6,49642.0,98.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,11,83,0.0,1.2,190.0,3.8,14.7,7.7,63.0,0.0,10.5,14444.0,124.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,12,122,0.0,1.4,290.0,4.1,16.7,8.4,58.0,0.0,11.0,40357.0,141.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,13,122,0.0,2.2,260.0,5.6,16.9,8.8,59.0,0.0,11.3,35764.0,132.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,14,89,0.0,2.2,250.0,4.9,17.2,9.3,60.0,0.0,11.7,21641.0,116.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,15,142,0.0,1.2,230.0,4.1,16.2,9.4,64.0,0.0,11.8,20409.0,77.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,16,153,0.0,1.0,260.0,5.9,15.0,9.2,68.0,0.0,11.6,36363.0,29.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,17,251,0.0,0.5,250.0,2.7,12.2,9.0,81.0,6.0,11.5,60000.0,0.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,18,239,0.0,0.0,0.0,1.8,11.4,8.7,83.0,60.0,11.2,60000.0,0.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,19,162,0.0,1.2,100.0,3.7,10.2,8.0,86.0,60.0,10.7,60000.0,0.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,20,120,0.0,1.8,80.0,3.6,9.7,8.0,89.0,60.0,10.7,22366.0,0.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,21,64,0.0,2.6,80.0,4.8,10.6,7.3,80.0,60.0,10.2,15452.0,0.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,22,59,0.0,1.7,80.0,4.4,8.9,6.7,86.0,42.0,9.8,15848.0,0.0,Thursday,Hiver,No Holiday
2023-01-05,2023,1,5,23,38,0.0,2.4,80.0,4.1,8.5,6.8,89.0,60.0,9.9,11801.0,0.0,Thursday,Hiver,No Holiday
2023-01-06,2023,1,6,0,34,0.0,0.6,70.0,5.0,7.1,5.3,88.0,60.0,8.9,17076.0,0.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,1,14,0.0,0.6,170.0,2.0,6.5,5.1,91.0,60.0,8.8,15398.0,0.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,2,16,0.0,0.0,0.0,2.0,5.8,5.0,94.0,60.0,8.7,13911.0,0.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,3,3,0.2,0.0,0.0,0.9,6.4,5.8,96.0,60.0,9.2,15877.0,0.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,4,12,0.0,0.0,0.0,1.3,6.1,5.6,97.0,60.0,9.1,4323.0,0.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,5,5,0.0,0.0,0.0,1.4,7.0,6.5,97.0,60.0,9.7,8904.0,0.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,6,22,0.0,0.5,110.0,1.7,6.3,5.9,97.0,60.0,9.3,10139.0,0.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,7,98,0.0,0.0,0.0,3.3,6.1,5.6,97.0,60.0,9.1,1044.0,0.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,8,175,0.0,0.6,110.0,2.3,6.8,6.5,98.0,60.0,9.7,8528.0,8.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,9,114,0.0,0.5,230.0,1.9,9.6,7.4,86.0,60.0,10.3,14784.0,38.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,10,91,0.0,0.8,180.0,2.2,12.1,8.0,76.0,43.0,10.7,13124.0,84.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,11,106,0.0,0.6,170.0,1.9,12.3,8.5,78.0,23.0,11.1,14280.0,119.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,12,177,0.0,0.8,250.0,1.6,13.5,8.4,71.0,0.0,11.0,11286.0,70.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,13,136,0.0,1.1,270.0,2.5,14.1,8.1,67.0,0.0,10.8,12878.0,79.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,14,117,0.0,0.5,40.0,1.9,14.4,8.4,67.0,0.0,11.0,21541.0,78.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,15,166,0.0,0.7,270.0,2.7,13.7,8.9,73.0,0.0,11.4,27612.0,67.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,16,192,0.0,0.8,300.0,2.5,12.5,9.2,80.0,1.0,11.6,30654.0,18.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,17,257,0.0,1.0,10.0,1.9,11.7,9.0,84.0,60.0,11.5,31365.0,0.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,18,226,0.0,1.1,20.0,1.7,11.3,8.7,84.0,60.0,11.2,19198.0,0.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,19,173,0.0,1.1,70.0,2.5,11.2,8.9,86.0,60.0,11.4,10724.0,0.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,20,106,0.0,1.1,70.0,1.9,11.1,9.0,87.0,60.0,11.5,9387.0,0.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,21,84,0.0,0.7,100.0,2.1,10.7,8.7,87.0,60.0,11.2,13422.0,0.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,22,75,0.0,0.6,60.0,1.6,10.8,8.5,86.0,60.0,11.1,13682.0,0.0,Friday,Hiver,No Holiday
2023-01-06,2023,1,6,23,75,0.0,1.6,80.0,2.8,11.4,8.3,81.0,60.0,10.9,14938.0,0.0,Friday,Hiver,No Holiday
2023-01-07,2023,1,7,0,47,0.0,1.8,90.0,3.8,11.6,7.8,78.0,33.0,10.6,16946.0,0.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,1,39,0.0,0.5,260.0,3.6,11.1,8.1,82.0,39.0,10.8,19820.0,0.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,2,25,0.0,1.8,70.0,2.7,10.5,8.8,89.0,60.0,11.3,14526.0,0.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,3,16,0.0,1.2,90.0,4.0,9.9,8.0,88.0,60.0,10.7,30360.0,0.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,4,11,0.0,1.8,80.0,3.1,9.0,8.3,95.0,60.0,10.9,32294.0,0.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,5,7,0.0,2.0,80.0,3.4,8.7,8.3,97.0,60.0,10.9,30974.0,0.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,6,10,0.2,2.7,80.0,4.8,10.4,9.0,91.0,60.0,11.5,27202.0,0.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,7,28,0.0,2.6,90.0,5.3,10.2,9.2,93.0,60.0,11.6,34157.0,0.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,8,56,0.0,1.7,100.0,6.3,10.8,9.2,90.0,60.0,11.6,41507.0,4.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,9,78,0.0,2.1,100.0,4.6,11.3,9.6,89.0,60.0,11.9,30553.0,26.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,10,115,0.0,2.0,110.0,5.4,12.7,10.0,84.0,60.0,12.3,33153.0,65.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,11,148,0.0,2.9,100.0,5.9,13.8,10.0,78.0,7.0,12.3,39785.0,83.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,12,149,0.0,2.8,130.0,7.2,12.9,9.3,79.0,2.0,11.7,47968.0,64.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,13,146,0.0,2.1,120.0,5.9,13.2,10.0,81.0,39.0,12.3,28100.0,84.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,14,182,0.0,2.3,130.0,7.5,13.6,10.2,80.0,60.0,12.4,16978.0,55.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,15,194,0.0,2.6,160.0,8.0,13.2,9.4,78.0,3.0,11.8,41221.0,50.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,16,254,0.0,2.9,140.0,9.1,12.8,9.8,82.0,20.0,12.1,58644.0,15.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,17,218,0.0,3.2,130.0,8.2,12.4,9.6,83.0,60.0,11.9,52126.0,0.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,18,204,0.0,2.9,130.0,9.3,12.6,9.8,83.0,60.0,12.1,50693.0,0.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,19,161,0.0,2.7,130.0,10.3,12.6,9.6,82.0,60.0,11.9,47754.0,0.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,20,140,0.0,4.3,130.0,11.0,13.1,9.7,80.0,46.0,12.0,41121.0,0.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,21,98,0.0,4.0,120.0,10.9,13.0,9.8,81.0,38.0,12.1,42591.0,0.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,22,66,0.0,2.9,130.0,10.5,12.8,9.4,80.0,33.0,11.8,39346.0,0.0,Saturday,Hiver,Public Holiday
2023-01-07,2023,1,7,23,78,0.0,3.9,130.0,12.9,12.8,9.0,78.0,1.0,11.5,41321.0,0.0,Saturday,Hiver,Public Holiday
2023-01-08,2023,1,8,0,89,0.0,4.1,120.0,14.7,13.2,9.8,80.0,38.0,12.1,37614.0,0.0,Sunday,Hiver,Public Holiday
2023-01-08,2023,1,8,1,40,0.0,4.0,150.0,11.8,13.0,9.8,81.0,44.0,12.1,33729.0,0.0,Sunday,Hiver,Public Holiday
2023-01-08,2023,1,8,2,24,0.0,4.1,140.0,11.9,12.6,9.0,79.0,28.0,11.5,35505.0,0.0,Sunday,Hiver,Public Holiday
2023-01-08,2023,1,8,3,23,0.0,4.0,140.0,12.3,12.6,9.2,80.0,21.0,11.6,33407.0,0.0,Sunday,Hiver,Public Holiday
2023-01-08,2023,1,8,4,22,0.0,3.8,120.0,10.4,12.6,8.5,76.0,6.0,11.1,35801.0,0.0,Sunday,Hiver,Public Holiday
2023-01-08,2023,1,8,5,2,0.0,4.0,120.0,11.0,12.8,9.9,83.0,25.0,12.2,27196.0,0.0,Sunday,Hiver,Public Holiday
2023-01-08,2023,1,8,6,15,0.4,2.8,140.0,8.5,12.4,10.8,90.0,60.0,12.9,17946.0,0.0,Sunday,Hiver,Public Holiday
2023-01-08,2023,1,8,7,8,0.8,2.9,150.0,11.1,12.4,11.4,94.0,60.0,13.5,21216.0,0.0,Sunday,Hiver,Public Holiday
