Dates,Year,Month,Day,Hour,Rented Bike Count,RR1,FF,DD,FXI,T,TD,U,DHUMI80,TSV,VV,GLO,weekday,Seasons,Holiday
2023-08-21,2023,8,21,20,588,0.0,1.4,360.0,2.0,28.2,15.5,46.0,0.0,17.6,30734.0,0.0,Monday,Été,No Holiday
2023-08-21,2023,8,21,21,515,0.0,0.8,10.0,2.0,27.9,14.5,44.0,0.0,16.5,28789.0,0.0,Monday,Été,No Holiday
2023-08-21,2023,8,21,22,418,0.0,0.7,80.0,1.2,27.1,13.8,44.0,0.0,15.7,29185.0,0.0,Monday,Été,No Holiday
2023-08-21,2023,8,21,23,385,0.0,0.6,100.0,1.1,26.0,13.9,47.0,0.0,15.8,33348.0,0.0,Monday,Été,No Holiday
2023-08-22,2023,8,22,0,261,0.0,0.0,0.0,1.4,24.7,14.1,52.0,0.0,16.1,31115.0,0.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,1,137,0.0,0.0,0.0,0.8,24.4,14.2,53.0,0.0,16.2,30031.0,0.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,2,77,0.0,1.4,70.0,2.1,23.5,14.5,57.0,0.0,16.5,28724.0,0.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,3,72,0.0,0.0,0.0,1.4,23.9,14.3,55.0,0.0,16.3,28441.0,0.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,4,48,0.0,0.0,0.0,1.1,24.3,14.4,54.0,0.0,16.4,26901.0,0.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,5,69,0.0,0.0,0.0,1.4,25.3,14.1,50.0,0.0,16.1,23525.0,0.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,6,95,0.0,0.0,0.0,1.1,24.7,14.8,54.0,0.0,16.8,19830.0,20.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,7,279,0.0,0.0,0.0,1.8,29.2,15.3,43.0,0.0,17.4,19599.0,77.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,8,571,0.0,1.0,200.0,2.1,32.3,15.3,36.0,0.0,17.4,19681.0,143.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,9,378,0.0,2.0,250.0,3.8,34.7,14.6,30.0,0.0,16.6,17949.0,203.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,10,286,0.0,2.6,240.0,5.7,35.4,15.2,30.0,0.0,17.2,16140.0,248.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,11,332,0.0,3.9,260.0,8.6,36.2,15.9,30.0,0.0,18.0,17169.0,282.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,12,450,0.0,3.7,240.0,8.6,36.5,15.1,28.0,0.0,17.1,14169.0,297.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,13,432,0.0,3.6,250.0,7.2,36.8,14.7,27.0,0.0,16.7,5500.0,292.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,14,414,0.0,3.5,260.0,7.4,36.9,16.0,29.0,0.0,18.1,2873.0,270.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,15,442,0.0,3.1,260.0,6.4,36.1,15.8,30.0,0.0,17.9,2478.0,228.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,16,525,0.0,3.1,250.0,5.9,35.6,14.8,29.0,0.0,16.8,5338.0,168.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,17,688,0.0,2.8,270.0,5.2,33.5,15.5,34.0,0.0,17.6,8780.0,108.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,18,790,0.0,1.8,270.0,4.1,31.1,16.6,42.0,0.0,18.9,26516.0,52.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,19,673,0.0,1.2,290.0,3.1,28.1,13.9,42.0,0.0,15.9,35440.0,3.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,20,700,0.0,1.1,350.0,2.2,26.9,14.6,47.0,0.0,16.6,35859.0,0.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,21,555,0.0,0.0,0.0,1.7,26.7,13.8,45.0,0.0,15.7,40181.0,0.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,22,410,0.0,0.7,80.0,1.4,26.6,14.0,46.0,0.0,16.0,36266.0,0.0,Tuesday,Été,No Holiday
2023-08-22,2023,8,22,23,322,0.0,1.1,80.0,1.8,25.9,13.4,46.0,0.0,15.3,34637.0,0.0,Tuesday,Été,No Holiday
2023-08-23,2023,8,23,0,251,0.0,0.6,100.0,2.5,24.8,13.7,50.0,0.0,15.6,35011.0,0.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,1,119,0.0,0.8,110.0,1.6,23.9,13.8,53.0,0.0,15.7,32692.0,0.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,2,82,0.0,0.0,0.0,1.8,23.4,13.0,52.0,0.0,14.9,19935.0,0.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,3,72,0.0,0.8,70.0,2.1,24.2,13.2,50.0,0.0,15.1,34194.0,0.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,4,51,0.0,0.0,0.0,1.3,23.4,13.3,53.0,0.0,15.2,34187.0,0.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,5,60,0.0,0.0,0.0,2.4,24.8,13.4,49.0,0.0,15.3,27714.0,0.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,6,97,0.0,1.0,100.0,2.1,25.7,14.1,49.0,0.0,16.1,32461.0,19.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,7,261,0.0,0.8,120.0,2.7,29.4,15.2,42.0,0.0,17.2,19910.0,75.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,8,574,0.0,1.4,130.0,3.3,34.2,15.2,32.0,0.0,17.2,19815.0,140.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,9,367,0.0,2.3,170.0,5.3,36.3,14.9,28.0,0.0,16.9,19510.0,202.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,10,343,0.0,2.9,170.0,5.7,37.5,14.1,25.0,0.0,16.1,18514.0,251.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,11,360,0.0,2.4,200.0,6.6,38.9,14.7,24.0,0.0,16.7,10029.0,283.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,12,467,0.0,2.5,130.0,5.6,39.4,11.6,19.0,0.0,13.6,3798.0,300.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,13,494,0.0,2.4,160.0,6.2,39.4,10.6,18.0,0.0,12.8,3568.0,296.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,14,548,0.0,2.2,190.0,5.5,38.5,15.0,25.0,0.0,17.0,4974.0,272.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,15,523,0.0,3.0,260.0,6.1,37.9,15.1,26.0,0.0,17.1,5482.0,229.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,16,532,0.0,2.3,250.0,5.5,36.1,17.3,33.0,0.0,19.7,4061.0,171.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,17,661,0.0,1.7,240.0,4.5,34.1,19.0,41.0,0.0,21.9,10294.0,93.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,18,706,0.0,0.6,340.0,2.5,30.9,20.8,55.0,0.0,24.5,17558.0,20.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,19,615,0.0,1.0,20.0,2.8,29.1,20.0,58.0,0.0,23.3,41062.0,3.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,20,559,0.0,0.0,0.0,1.8,28.2,18.3,55.0,0.0,21.0,35756.0,0.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,21,544,0.0,0.0,0.0,2.9,28.6,14.0,41.0,0.0,16.0,33934.0,0.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,22,523,0.0,0.5,260.0,1.1,27.4,15.1,47.0,0.0,17.1,34786.0,0.0,Wednesday,Été,No Holiday
2023-08-23,2023,8,23,23,364,0.0,0.5,60.0,1.2,26.7,13.5,44.0,0.0,15.4,36707.0,0.0,Wednesday,Été,No Holiday
2023-08-24,2023,8,24,0,300,0.0,0.8,110.0,2.0,26.5,13.0,43.0,0.0,14.9,36706.0,0.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,1,154,0.0,1.4,80.0,2.1,25.6,12.4,44.0,0.0,14.4,38138.0,0.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,2,115,0.0,0.8,90.0,2.2,25.2,12.1,44.0,0.0,14.1,37509.0,0.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,3,53,0.0,1.1,80.0,2.3,23.6,12.2,49.0,0.0,14.2,32410.0,0.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,4,57,0.0,0.8,90.0,2.2,23.5,12.4,50.0,0.0,14.4,31945.0,0.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,5,58,0.0,0.5,100.0,2.1,23.1,12.4,51.0,0.0,14.4,18897.0,0.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,6,81,0.0,1.0,80.0,2.5,25.3,12.5,45.0,0.0,14.5,19992.0,18.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,7,245,0.0,2.7,100.0,5.1,32.0,13.3,32.0,0.0,15.2,19851.0,75.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,8,524,0.0,1.8,110.0,5.1,34.4,14.8,31.0,0.0,16.8,19930.0,138.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,9,373,0.0,2.2,170.0,4.9,36.2,14.2,27.0,0.0,16.2,19762.0,198.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,10,302,0.0,2.9,170.0,6.3,36.6,13.9,26.0,0.0,15.9,18263.0,247.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,11,312,0.0,2.0,140.0,6.1,38.6,12.4,21.0,0.0,14.4,19099.0,281.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,12,379,0.0,2.4,220.0,5.9,38.3,17.7,30.0,0.0,20.2,18586.0,298.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,13,419,0.0,2.5,160.0,6.2,38.5,13.1,22.0,0.0,15.0,18081.0,294.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,14,408,0.0,2.9,240.0,6.5,37.1,19.1,35.0,0.0,22.0,18955.0,271.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,15,399,0.0,2.5,170.0,5.9,36.7,14.0,26.0,0.0,16.0,18378.0,228.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,16,463,0.0,1.7,140.0,4.9,35.5,15.3,30.0,0.0,17.3,19415.0,170.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,17,586,0.0,3.0,110.0,5.4,32.2,18.0,43.0,0.0,20.6,33955.0,105.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,18,589,0.0,2.9,90.0,6.1,29.7,18.2,50.0,0.0,20.8,42791.0,36.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,19,613,0.0,1.6,80.0,4.8,27.8,17.4,53.0,0.0,19.8,19838.0,0.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,20,586,0.0,0.0,0.0,3.5,26.9,16.8,54.0,0.0,19.1,41555.0,0.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,21,540,0.0,1.2,340.0,2.2,25.8,17.5,60.0,0.0,19.9,29325.0,0.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,22,483,0.0,0.0,0.0,2.5,24.6,17.6,65.0,0.0,20.1,36316.0,0.0,Thursday,Été,No Holiday
2023-08-24,2023,8,24,23,378,0.0,0.0,0.0,1.3,24.6,17.3,64.0,0.0,19.7,25416.0,0.0,Thursday,Été,No Holiday
2023-08-25,2023,8,25,0,243,0.0,0.5,80.0,1.6,23.3,14.8,59.0,0.0,16.8,26146.0,0.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,1,153,0.0,0.0,0.0,1.8,21.8,15.4,67.0,0.0,17.5,25268.0,0.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,2,96,0.0,1.5,70.0,2.6,22.3,15.4,65.0,0.0,17.5,25331.0,0.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,3,79,0.0,0.0,0.0,3.2,21.5,14.4,64.0,0.0,16.4,22840.0,0.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,4,63,0.0,2.0,80.0,3.7,22.4,13.5,57.0,0.0,15.4,25458.0,0.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,5,57,0.0,2.1,80.0,3.2,22.9,14.2,58.0,0.0,16.2,19893.0,0.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,6,98,0.0,0.0,0.0,4.0,23.1,14.4,58.0,0.0,16.4,15142.0,17.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,7,255,0.0,0.0,0.0,0.9,26.5,15.3,50.0,0.0,17.3,12396.0,77.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,8,478,0.0,1.1,160.0,2.5,30.1,15.0,40.0,0.0,17.0,14378.0,143.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,9,369,0.0,1.4,220.0,3.4,32.4,15.4,36.0,0.0,17.5,15731.0,204.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,10,272,0.0,3.1,240.0,6.2,32.7,18.5,43.0,0.0,21.2,14902.0,252.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,11,331,0.0,3.9,260.0,7.5,32.8,21.3,51.0,0.0,25.3,18682.0,284.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,12,434,0.0,3.7,250.0,7.4,34.4,19.3,41.0,0.0,22.3,19177.0,298.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,13,423,0.0,5.1,250.0,9.1,34.6,15.5,32.0,0.0,17.6,18186.0,293.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,14,490,0.0,4.0,230.0,9.0,34.6,16.0,33.0,0.0,18.1,15863.0,267.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,15,445,0.0,4.6,230.0,9.2,33.4,14.9,33.0,0.0,16.9,14688.0,215.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,16,504,0.0,3.3,240.0,8.2,32.4,18.6,44.0,0.0,21.4,15081.0,117.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,17,636,0.0,3.7,250.0,7.4,29.8,21.4,61.0,0.0,25.5,20931.0,107.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,18,671,0.0,1.8,230.0,6.6,27.5,22.0,72.0,0.0,26.4,20090.0,34.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,19,690,0.0,2.1,240.0,3.6,26.7,22.7,79.0,0.0,27.6,18644.0,0.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,20,559,0.0,3.6,260.0,6.3,26.3,22.6,80.0,57.0,27.3,19296.0,0.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,21,476,0.0,0.7,250.0,5.6,25.5,22.2,82.0,55.0,26.7,21216.0,0.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,22,411,0.0,0.7,60.0,2.2,24.1,21.6,86.0,60.0,25.8,22325.0,0.0,Friday,Été,No Holiday
2023-08-25,2023,8,25,23,359,0.0,1.0,80.0,2.0,23.8,21.9,89.0,60.0,26.2,23506.0,0.0,Friday,Été,No Holiday
2023-08-26,2023,8,26,0,354,0.0,0.8,70.0,1.6,23.8,21.9,89.0,60.0,26.2,19538.0,0.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,1,247,0.0,1.4,70.0,2.0,23.4,21.3,88.0,60.0,25.3,24271.0,0.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,2,150,0.0,1.3,80.0,2.5,23.3,21.0,87.0,60.0,24.8,27106.0,0.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,3,102,0.0,1.1,70.0,1.9,23.0,20.9,88.0,60.0,24.7,24400.0,0.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,4,93,0.0,0.0,0.0,1.9,22.5,20.8,90.0,60.0,24.5,19922.0,0.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,5,73,0.0,0.9,70.0,1.5,21.8,20.1,90.0,60.0,23.4,19803.0,0.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,6,84,0.0,0.0,0.0,2.0,22.8,20.3,86.0,60.0,23.8,11131.0,17.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,7,109,0.0,1.0,230.0,2.0,26.3,20.6,71.0,25.0,24.2,10157.0,73.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,8,231,0.0,1.7,240.0,4.5,28.4,20.9,64.0,0.0,24.7,13262.0,110.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,9,283,0.0,2.1,290.0,6.5,29.9,20.7,58.0,0.0,24.4,13309.0,182.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,10,359,0.0,3.7,270.0,7.9,31.1,21.0,55.0,0.0,24.8,19170.0,130.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,11,455,0.0,1.4,290.0,8.3,30.9,17.2,44.0,0.0,19.6,10967.0,102.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,12,449,0.0,1.6,260.0,7.2,31.0,18.0,46.0,0.0,20.6,19671.0,150.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,13,398,0.0,2.9,250.0,5.9,30.9,19.6,51.0,0.0,22.7,19936.0,157.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,14,491,0.0,1.8,250.0,5.4,31.0,19.1,49.0,0.0,22.0,24355.0,169.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,15,502,0.0,3.3,250.0,6.8,28.6,20.6,62.0,0.0,24.2,26634.0,91.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,16,538,0.0,3.2,260.0,8.3,26.4,20.9,72.0,0.0,24.7,22126.0,28.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,17,593,1.0,0.8,340.0,7.6,23.6,21.7,89.0,39.0,25.9,10723.0,7.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,18,409,0.2,0.8,70.0,4.2,22.9,21.9,94.0,60.0,26.2,17452.0,10.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,19,344,0.2,1.2,320.0,3.2,22.3,21.1,93.0,60.0,25.0,12633.0,0.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,20,380,0.0,2.1,90.0,3.7,21.8,20.3,91.0,60.0,23.7,19907.0,0.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,21,512,0.0,1.1,100.0,3.5,22.0,20.7,92.0,60.0,24.3,22501.0,0.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,22,392,0.6,2.3,200.0,8.1,22.3,20.2,88.0,60.0,23.6,18964.0,0.0,Saturday,Été,Public Holiday
2023-08-26,2023,8,26,23,326,1.2,2.1,80.0,7.3,21.5,19.3,87.0,60.0,22.3,41890.0,0.0,Saturday,Été,Public Holiday
2023-08-27,2023,8,27,0,202,0.0,1.2,110.0,3.6,20.9,19.6,92.0,60.0,22.7,38688.0,0.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,1,175,0.0,1.2,60.0,3.1,21.2,18.8,86.0,60.0,21.6,44669.0,0.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,2,134,0.0,0.7,80.0,1.5,20.8,19.3,91.0,60.0,22.3,37744.0,0.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,3,80,0.0,0.7,40.0,1.8,20.7,19.6,93.0,60.0,22.7,47515.0,0.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,4,71,0.0,1.7,100.0,4.1,20.4,19.6,95.0,60.0,22.7,30747.0,0.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,5,60,0.0,1.2,130.0,3.8,20.4,19.4,94.0,60.0,22.5,123.0,0.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,6,49,13.3,3.4,310.0,9.4,17.6,16.8,95.0,60.0,19.1,2507.0,0.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,7,26,6.2,0.6,260.0,9.4,17.6,17.1,97.0,60.0,19.5,7045.0,6.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,8,33,2.6,1.1,100.0,2.9,17.7,17.1,96.0,60.0,19.4,41889.0,46.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,9,81,0.0,1.1,280.0,2.9,19.3,18.5,95.0,60.0,21.2,32793.0,74.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,10,178,0.0,2.7,280.0,8.5,19.7,18.0,90.0,60.0,20.6,22426.0,47.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,11,274,0.8,2.7,290.0,6.7,19.1,17.9,93.0,60.0,20.5,12855.0,44.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,12,217,2.0,1.7,280.0,5.4,18.5,17.7,95.0,60.0,20.2,11854.0,33.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,13,125,3.6,1.0,300.0,4.9,18.2,17.4,95.0,60.0,19.8,26976.0,32.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,14,103,1.4,2.2,270.0,3.3,19.1,18.6,97.0,60.0,21.4,48884.0,32.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,15,158,0.4,0.8,280.0,3.4,19.3,18.5,95.0,60.0,21.2,45891.0,41.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,16,280,0.0,2.3,280.0,4.4,19.7,18.2,91.0,60.0,20.8,46715.0,51.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,17,419,0.0,0.7,280.0,5.7,18.6,16.2,86.0,60.0,18.4,58364.0,34.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,18,538,0.6,1.3,330.0,4.6,17.5,15.5,88.0,60.0,17.6,38330.0,2.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,19,520,0.0,1.3,20.0,6.8,17.7,14.4,81.0,60.0,16.4,59568.0,0.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,20,477,0.0,1.2,250.0,5.7,18.0,14.5,80.0,45.0,16.5,60000.0,0.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,21,385,0.0,2.4,290.0,6.1,17.5,15.0,85.0,36.0,17.0,60000.0,0.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,22,300,0.0,1.9,290.0,7.5,17.1,12.0,72.0,48.0,14.0,56092.0,0.0,Sunday,Été,Public Holiday
2023-08-27,2023,8,27,23,242,0.0,3.3,290.0,10.4,17.6,11.9,69.0,0.0,13.9,35808.0,0.0,Sunday,Été,Public Holiday
2023-08-28,2023,8,28,0,158,0.2,3.9,300.0,12.3,17.4,11.2,67.0,0.0,13.3,59785.0,0.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,1,98,0.0,4.0,300.0,12.6,16.9,10.8,67.0,0.0,12.9,57118.0,0.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,2,78,0.4,3.8,290.0,11.2,15.2,11.6,79.0,0.0,13.6,59680.0,0.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,3,32,0.4,4.2,300.0,15.5,15.5,10.9,74.0,4.0,13.0,30590.0,0.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,4,34,0.0,3.6,300.0,14.9,16.1,10.2,68.0,0.0,12.4,50040.0,0.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,5,34,0.0,4.0,290.0,13.0,16.1,10.2,68.0,0.0,12.4,59924.0,0.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,6,68,0.0,4.0,290.0,12.3,16.9,9.8,63.0,0.0,12.1,17131.0,1.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,7,210,0.0,5.0,290.0,13.4,17.5,10.2,62.0,0.0,12.4,8199.0,28.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,8,483,0.0,6.5,290.0,16.4,18.1,10.4,61.0,0.0,12.6,7828.0,72.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,9,261,0.0,6.2,290.0,17.6,19.1,10.6,58.0,0.0,12.8,5209.0,129.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,10,179,0.0,7.0,290.0,18.5,19.6,10.0,54.0,0.0,12.3,3193.0,220.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,11,251,0.2,6.6,300.0,19.7,21.3,10.2,49.0,0.0,12.4,2127.0,282.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,12,382,0.0,7.3,300.0,21.3,22.0,8.8,43.0,0.0,11.3,306.0,302.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,13,350,0.0,7.1,290.0,23.6,23.2,8.1,38.0,0.0,10.8,4610.0,282.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,14,413,0.0,7.5,290.0,21.9,23.3,7.4,36.0,0.0,10.3,2884.0,267.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,15,423,0.0,7.9,290.0,19.7,23.2,6.8,35.0,0.0,9.9,6603.0,229.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,16,460,0.0,6.5,290.0,20.5,22.7,7.3,37.0,0.0,10.2,4262.0,168.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,17,723,0.0,7.1,290.0,19.2,21.7,7.6,40.0,0.0,10.4,2831.0,107.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,18,688,0.0,5.4,290.0,18.0,20.1,7.8,45.0,0.0,10.6,16895.0,39.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,19,640,0.0,5.6,280.0,14.1,19.0,8.0,49.0,0.0,10.7,60000.0,0.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,20,532,0.0,4.8,280.0,14.0,18.2,7.6,50.0,0.0,10.4,58725.0,0.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,21,438,0.0,4.7,270.0,12.9,17.6,7.3,51.0,0.0,10.2,57424.0,0.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,22,331,0.0,4.7,280.0,12.9,16.9,8.1,56.0,0.0,10.8,60000.0,0.0,Monday,Été,No Holiday
2023-08-28,2023,8,28,23,263,0.0,4.1,270.0,12.4,16.6,8.0,57.0,0.0,10.7,60000.0,0.0,Monday,Été,No Holiday
2023-08-29,2023,8,29,0,178,0.0,3.4,280.0,12.3,16.2,8.7,61.0,0.0,11.2,60000.0,0.0,Tuesday,Été,No Holiday
2023-08-29,2023,8,29,1,103,0.0,3.8,280.0,12.5,16.0,8.9,63.0,0.0,11.4,60000.0,0.0,Tuesday,Été,No Holiday
2023-08-29,2023,8,29,2,63,0.0,4.6,280.0,13.1,15.9,9.0,64.0,0.0,11.5,60000.0,0.0,Tuesday,Été,No Holiday
2023-08-29,2023,8,29,3,27,0.0,4.3,280.0,11.8,15.9,9.6,66.0,0.0,11.9,60000.0,0.0,Tuesday,Été,No Holiday
2023-08-29,2023,8,29,4,44,0.0,5.1,270.0,10.9,15.7,9.2,65.0,0.0,11.6,60000.0,0.0,Tuesday,Été,No Holiday
2023-08-29,2023,8,29,5,32,0.0,5.5,280.0,14.9,15.6,8.5,63.0,0.0,11.1,56840.0,0.0,Tuesday,Été,No Holiday
2023-08-29,2023,8,29,6,67,0.0,4.1,280.0,13.6,15.7,8.9,64.0,0.0,11.4,2552.0,13.0,Tuesday,Été,No Holiday
2023-08-29,2023,8,29,7,139,0.0,4.5,290.0,12.7,16.8,9.0,60.0,0.0,11.5,7768.0,81.0,Tuesday,Été,No Holiday
